"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01029552","15295","5","16965","6","12902","4","8777","3","9346","3","18137","6","29737","9","17413","6","E02006163","46204","E07000195","42.9"
"E01029553","9755","3","9191","3","8174","3","6673","2","5664","2","12541","4","23478","7","27027","9","E02006167","41499","E07000195","42.9"
"E01029554","6554","2","6866","3","4755","2","6697","2","3798","2","4502","2","24244","8","32981","10","E02006167","41499","E07000195","42.9"
"E01029555","10529","4","10714","4","8941","3","8323","3","8110","3","10282","4","27815","9","12951","4","E02006168","39522","E07000195","42.9"
"E01029556","18883","6","22496","7","21201","7","22228","7","17529","6","21320","7","7359","3","6013","2","E02006162","44113","E07000195","42.9"
"E01029557","25801","8","27315","9","28840","9","31005","10","25910","8","30841","10","4458","2","12772","4","E02006170","51931","E07000195","42.9"
"E01029558","7390","3","5846","2","6511","2","3961","2","6691","2","10984","4","26143","8","22692","7","E02006163","46204","E07000195","42.9"
"E01029559","12689","4","12657","4","10947","4","8037","3","6641","2","29379","9","21386","7","16358","5","E02006164","37586","E07000195","42.9"
"E01029560","4895","2","5483","2","4677","2","5576","2","2421","1","5065","2","19633","6","13895","5","E02006164","37586","E07000195","42.9"
"E01029561","7947","3","7854","3","5438","2","4636","2","5683","2","15380","5","19666","6","30513","10","E02006159","40477","E07000195","42.9"
"E01029562","21503","7","23099","7","23915","8","19839","6","15365","5","15100","5","7784","3","26505","8","E02006158","45926","E07000195","42.9"
"E01029563","17763","6","18816","6","15008","5","14387","5","9569","3","22503","7","20766","7","20181","6","E02006159","40477","E07000195","42.9"
"E01029564","5755","2","4417","2","4448","2","5294","2","6038","2","7172","3","26841","8","16087","5","E02006159","40477","E07000195","42.9"
"E01029565","32014","10","30507","10","31738","10","24552","8","23051","7","30940","10","25533","8","32388","10","E02006158","45926","E07000195","42.9"
"E01029566","2220","1","1373","1","3094","1","494","1","2339","1","5962","2","19616","6","30471","10","E02006167","41499","E07000195","42.9"
"E01029567","14050","5","15584","5","12810","4","11875","4","8702","3","13895","5","21416","7","13496","4","E02006167","41499","E07000195","42.9"
"E01029568","6567","2","8511","3","7174","3","1332","1","6730","2","11111","4","18269","6","15876","5","E02006164","37586","E07000195","42.9"
"E01029569","15658","5","18883","6","21039","7","17455","6","17898","6","14801","5","1947","1","12454","4","E02006173","62516","E07000195","42.9"
"E01029570","24560","8","30537","10","28801","9","29963","9","28332","9","27240","9","2487","1","10601","4","E02006173","62516","E07000195","42.9"
"E01029571","20564","7","25862","8","23791","8","26530","8","15027","5","30436","10","2228","1","14007","5","E02006173","62516","E07000195","42.9"
"E01029572","28494","9","31829","10","27504","9","31097","10","25604","8","31137","10","3856","2","32523","10","E02006173","62516","E07000195","42.9"
"E01029573","26392","8","27370","9","26285","8","25678","8","22622","7","29598","9","7712","3","20002","6","E02006170","51931","E07000195","42.9"
"E01029574","19837","6","19828","6","20222","6","16494","5","17017","6","29787","9","8359","3","14360","5","E02006170","51931","E07000195","42.9"
"E01029575","8476","3","10089","3","6859","3","9791","3","4840","2","16800","5","6462","2","20242","6","E02006170","51931","E07000195","42.9"
"E01029576","29705","9","33381","10","33722","10","32427","10","29949","9","30894","10","6343","2","14077","5","E02006169","49302","E07000195","42.9"
"E01029577","27753","9","30426","10","26493","8","25622","8","17705","6","23741","8","32899","10","10797","4","E02006166","53483","E07000195","42.9"
"E01029578","11363","4","16619","5","7025","3","23277","7","3245","1","13930","5","30453","10","7965","3","E02006168","39522","E07000195","42.9"
"E01029579","25661","8","23004","7","22050","7","26115","8","17036","6","27623","9","31865","10","13671","5","E02006166","53483","E07000195","42.9"
"E01029580","26423","8","26554","8","25809","8","30057","9","18445","6","24260","8","33058","10","6889","3","E02006166","53483","E07000195","42.9"
"E01029581","21215","7","24310","8","25789","8","20504","7","17261","6","21861","7","5284","2","13830","5","E02006158","45926","E07000195","42.9"
"E01029582","22443","7","26233","8","24074","8","19212","6","20595","7","26069","8","5514","2","15616","5","E02006158","45926","E07000195","42.9"
"E01029583","16808","5","17913","6","12665","4","17956","6","8562","3","21364","7","26939","8","14036","5","E02006165","43943","E07000195","42.9"
"E01029584","21710","7","23310","7","21995","7","21036","7","11737","4","21595","7","31896","10","8040","3","E02006165","43943","E07000195","42.9"
"E01029585","16958","6","20276","7","18157","6","16302","5","10193","4","23760","8","32783","10","2920","1","E02006165","43943","E07000195","42.9"
"E01029586","29037","9","29909","9","26890","8","22295","7","17874","6","27024","9","24446","8","26552","8","E02006158","45926","E07000195","42.9"
"E01029587","25977","8","27481","9","24084","8","22100","7","17106","6","26186","8","21179","7","16225","5","E02006158","45926","E07000195","42.9"
"E01029588","11805","4","12641","4","8828","3","13336","4","6761","3","10286","4","25106","8","16797","5","E02006159","40477","E07000195","42.9"
"E01029589","32168","10","31626","10","28089","9","30497","10","23679","8","33730","10","22757","7","31420","10","E02006172","58635","E07000195","42.9"
"E01029590","24876","8","22463","7","19481","6","19608","6","21460","7","21446","7","19940","6","32118","10","E02006172","58635","E07000195","42.9"
"E01029591","6636","2","6923","3","5342","2","5763","2","3810","2","8603","3","18504","6","23471","7","E02006171","47360","E07000195","42.9"
"E01029593","10985","4","9337","3","10104","3","7932","3","7301","3","11977","4","16970","6","33071","10","E02006169","49302","E07000195","42.9"
"E01029594","11023","4","14434","5","8689","3","7762","3","6876","3","16582","5","21760","7","10930","4","E02006169","49302","E07000195","42.9"
"E01029595","16877","5","22469","7","14357","5","11283","4","10954","4","21981","7","11923","4","18820","6","E02006160","41893","E07000195","42.9"
"E01029596","19542","6","23544","7","16687","5","14792","5","9351","3","22497","7","14778","5","27847","9","E02006161","50776","E07000195","42.9"
"E01029597","6774","3","8027","3","5921","2","5545","2","4424","2","7784","3","11054","4","24657","8","E02006160","41893","E07000195","42.9"
"E01029598","11963","4","9351","3","10288","4","11631","4","6803","3","11864","4","24915","8","28106","9","E02006167","41499","E07000195","42.9"
"E01029599","11045","4","11748","4","8820","3","14395","5","3613","2","10637","4","28281","9","20908","7","E02006167","41499","E07000195","42.9"
"E01029600","31055","10","30832","10","28617","9","29415","9","19448","6","28597","9","32278","10","21001","7","E02006171","47360","E07000195","42.9"
"E01029601","30201","9","24841","8","24889","8","30986","10","23188","7","27996","9","26638","8","30570","10","E02006172","58635","E07000195","42.9"
"E01029602","10391","4","14582","5","13653","5","17570","6","4147","2","3074","1","24743","8","5932","2","E02006168","39522","E07000195","42.9"
"E01029603","9427","3","12749","4","7440","3","16022","5","6040","2","6417","2","32017","10","4169","2","E02006168","39522","E07000195","42.9"
"E01029604","4637","2","9683","3","6373","2","6813","3","803","1","905","1","24553","8","10348","4","E02006168","39522","E07000195","42.9"
"E01029605","32714","10","32272","10","31097","10","32272","10","25243","8","30828","10","32674","10","20233","6","E02006171","47360","E07000195","42.9"
"E01029606","33669","10","33549","10","33088","10","33124","10","30517","10","33247","10","30071","9","27144","9","E02006172","58635","E07000195","42.9"
"E01029607","14217","5","12693","4","10676","4","12910","4","8960","3","18083","6","20687","7","25333","8","E02006171","47360","E07000195","42.9"
"E01029608","30115","9","32124","10","24526","8","31282","10","20612","7","32959","10","14021","5","30872","10","E02006172","58635","E07000195","42.9"
"E01029609","17214","6","20210","6","17867","6","17301","6","11669","4","17314","6","32764","10","3740","2","E02006165","43943","E07000195","42.9"
"E01029610","20468","7","25136","8","20361","7","22763","7","16600","5","21493","7","32719","10","2188","1","E02006166","53483","E07000195","42.9"
"E01029611","13178","4","11878","4","11077","4","16743","5","7651","3","10650","4","30371","9","14227","5","E02006165","43943","E07000195","42.9"
"E01029612","27653","9","29430","9","27605","9","22724","7","16574","5","26170","8","33232","10","11926","4","E02006166","53483","E07000195","42.9"
"E01029613","25618","8","20358","7","20193","6","22445","7","22832","7","30706","10","28794","9","18197","6","E02006181","46162","E07000196","47"
"E01029614","16987","6","13613","5","8756","3","15954","5","16160","5","24611","8","26891","8","30000","9","E02006181","46162","E07000196","47"
"E01029615","8637","3","7039","3","3259","1","10596","4","9765","3","11882","4","31143","10","29344","9","E02006181","46162","E07000196","47"
"E01029616","13887","5","20329","7","13590","5","12496","4","17168","6","29836","9","7118","3","2437","1","E02006179","45393","E07000196","47"
"E01029617","21202","7","23144","7","18942","6","26088","8","24625","8","25982","8","7800","3","7884","3","E02006176","57046","E07000196","47"
"E01029618","18855","6","16503","5","13941","5","23372","7","15629","5","25509","8","14091","5","17131","6","E02006176","57046","E07000196","47"
"E01029619","20784","7","19084","6","18161","6","17739","6","20460","7","28996","9","7923","3","23544","7","E02006179","45393","E07000196","47"
"E01029620","20138","6","18565","6","16312","5","12296","4","17510","6","29117","9","25432","8","16187","5","E02006177","49687","E07000196","47"
"E01029621","21431","7","20122","6","19886","6","17215","6","23910","8","25050","8","12463","4","13828","5","E02006175","50621","E07000196","47"
"E01029622","22891","7","21569","7","17672","6","16765","5","22205","7","26819","8","25226","8","15301","5","E02006177","49687","E07000196","47"
"E01029623","19683","6","14723","5","12675","4","19112","6","18100","6","21242","7","25366","8","29274","9","E02006177","49687","E07000196","47"
"E01029624","27496","9","23858","8","22468","7","23260","7","20874","7","31534","10","19823","6","29742","9","E02006177","49687","E07000196","47"
"E01029625","26384","8","25089","8","22333","7","19121","6","15142","5","32302","10","24374","8","29431","9","E02006177","49687","E07000196","47"
"E01029626","29105","9","26493","8","25473","8","28002","9","27767","9","30686","10","15679","5","21631","7","E02006182","66542","E07000196","47"
"E01029627","12958","4","10615","4","7171","3","11543","4","12617","4","17876","6","27275","9","25290","8","E02006181","46162","E07000196","47"
"E01029628","32645","10","29331","9","30184","9","29647","9","28846","9","30704","10","26064","8","31063","10","E02006182","66542","E07000196","47"
"E01029629","33494","10","32865","10","31355","10","29810","9","31142","10","33257","10","27771","9","30923","10","E02006182","66542","E07000196","47"
"E01029630","28054","9","26583","8","26213","8","30465","10","18899","6","28868","9","18634","6","17958","6","E02006182","66542","E07000196","47"
"E01029631","28329","9","23561","7","22851","7","27816","9","23008","7","29744","9","26574","8","21885","7","E02006182","66542","E07000196","47"
"E01029632","20449","7","20707","7","22172","7","18539","6","16082","5","20542","7","8281","3","18357","6","E02006180","45410","E07000196","47"
"E01029633","22799","7","19935","6","19450","6","19454","6","24352","8","19928","6","16099","5","21053","7","E02006180","45410","E07000196","47"
"E01029634","7592","3","7303","3","5455","2","7280","3","8681","3","9064","3","11423","4","21217","7","E02006180","45410","E07000196","47"
"E01029635","4621","2","4612","2","2724","1","3940","2","6364","2","8651","3","11612","4","19299","6","E02006180","45410","E07000196","47"
"E01029636","26958","8","24364","8","24366","8","25583","8","27316","9","25207","8","10487","4","26192","8","E02006179","45393","E07000196","47"
"E01029637","24296","8","30541","10","32385","10","12572","4","13881","5","23299","7","6905","3","32471","10","E02006179","45393","E07000196","47"
"E01029638","13866","5","15403","5","8576","3","10352","4","14801","5","19060","6","18044","6","15854","5","E02006178","46254","E07000196","47"
"E01029639","27011","9","24018","8","24105","8","21657","7","23261","7","23039","7","16207","5","32426","10","E02006178","46254","E07000196","47"
"E01029640","20184","6","16531","5","19981","6","10132","4","22953","7","22386","7","17822","6","22242","7","E02006178","46254","E07000196","47"
"E01029641","28951","9","25927","8","23972","8","21733","7","28201","9","24775","8","25741","8","26467","8","E02006177","49687","E07000196","47"
"E01029642","22973","7","21222","7","18383","6","16719","5","22227","7","24621","8","22383","7","18477","6","E02006177","49687","E07000196","47"
"E01029643","8397","3","7613","3","5992","2","3934","2","8674","3","13644","5","20707","7","30719","10","E02006178","46254","E07000196","47"
"E01029644","21493","7","24020","8","18681","6","11400","4","20784","7","15833","5","24591","8","19165","6","E02006178","46254","E07000196","47"
"E01029645","21881","7","22207","7","21641","7","18826","6","21218","7","15022","5","13526","5","17419","6","E02006186","54108","E07000196","47"
"E01029646","12637","4","12712","4","11084","4","9065","3","7665","3","19170","6","11376","4","30015","9","E02006175","50621","E07000196","47"
"E01029647","16515","5","15013","5","14382","5","12838","4","20851","7","15656","5","11687","4","19483","6","E02006175","50621","E07000196","47"
"E01029648","10434","4","8516","3","9322","3","5239","2","12842","4","17206","6","16627","5","18457","6","E02006175","50621","E07000196","47"
"E01029649","19017","6","16470","5","14318","5","22268","7","15272","5","20885","7","14020","5","23689","8","E02006187","55947","E07000196","47"
"E01029650","27772","9","30265","9","24126","8","29387","9","24673","8","31009","10","12702","4","13863","5","E02006187","55947","E07000196","47"
"E01029651","23472","7","24483","8","20944","7","26624","8","23298","7","26974","8","7643","3","14479","5","E02006187","55947","E07000196","47"
"E01029652","28778","9","30256","9","28017","9","30117","9","27058","9","24991","8","9938","3","19589","6","E02006187","55947","E07000196","47"
"E01029653","20060","6","15333","5","16179","5","18739","6","20444","7","29456","9","9659","3","28431","9","E02006187","55947","E07000196","47"
"E01029654","22720","7","23667","8","22703","7","26238","8","27163","9","28658","9","4204","2","12941","4","E02006982","57272","E07000196","47"
"E01029655","19108","6","19504","6","13955","5","16583","5","18528","6","20020","6","23216","7","12665","4","E02006174","56904","E07000196","47"
"E01029656","26735","8","30514","10","27042","9","26940","8","31454","10","31449","10","4998","2","13340","4","E02006174","56904","E07000196","47"
"E01029657","32505","10","31090","10","29893","9","30828","10","28193","9","33542","10","19164","6","30812","10","E02006174","56904","E07000196","47"
"E01029658","17576","6","15986","5","12192","4","16421","5","18418","6","16630","5","17599","6","22666","7","E02006174","56904","E07000196","47"
"E01029659","29526","9","27079","9","24387","8","25488","8","25217","8","32838","10","23438","7","22619","7","E02006174","56904","E07000196","47"
"E01029660","18589","6","14971","5","16437","5","18705","6","18243","6","19062","6","17834","6","15167","5","E02006174","56904","E07000196","47"
"E01029661","28395","9","29400","9","26517","8","22849","7","26884","8","30896","10","16142","5","15387","5","E02006982","57272","E07000196","47"
"E01029662","33391","10","31099","10","29833","9","30041","9","31455","10","32984","10","29314","9","33248","10","E02006982","57272","E07000196","47"
"E01029663","30471","10","26484","8","27571","9","27365","9","25991","8","32255","10","16592","5","32498","10","E02006982","57272","E07000196","47"
"E01029664","22015","7","19132","6","14602","5","17723","6","18844","6","27301","9","20423","7","32134","10","E02006982","57272","E07000196","47"
"E01029665","29292","9","24893","8","24388","8","26001","8","26836","8","29742","9","17815","6","32377","10","E02006982","57272","E07000196","47"
"E01029666","6139","2","4199","2","4013","2","7718","3","4611","2","10024","3","20112","6","30346","9","E02006982","57272","E07000196","47"
"E01029667","17131","6","21316","7","20386","7","17578","6","26616","8","23454","7","1993","1","7597","3","E02006186","54108","E07000196","47"
"E01029668","15296","5","26283","8","22316","7","16040","5","18858","6","17732","6","2099","1","2955","1","E02006176","57046","E07000196","47"
"E01029669","15219","5","14513","5","13111","4","14747","5","17491","6","26507","8","3241","1","26701","8","E02006176","57046","E07000196","47"
"E01029670","17335","6","27774","9","27927","9","25133","8","26724","8","30520","10","692","1","1770","1","E02006176","57046","E07000196","47"
"E01029671","21706","7","16277","5","18381","6","19669","6","16895","6","21163","7","27371","9","23232","7","E02006185","48256","E07000196","47"
"E01029672","30025","9","31505","10","31247","10","25781","8","30308","9","28737","9","13598","5","15636","5","E02006186","54108","E07000196","47"
"E01029673","20735","7","18236","6","18123","6","17398","6","16482","5","22405","7","20936","7","17966","6","E02006185","48256","E07000196","47"
"E01029674","32525","10","32051","10","29970","9","26201","8","32299","10","29755","9","19648","6","32938","10","E02006186","54108","E07000196","47"
"E01029675","28609","9","25548","8","19058","6","24059","8","23954","8","31675","10","29141","9","30978","10","E02006186","54108","E07000196","47"
"E01029676","19823","6","14951","5","15928","5","16489","5","19079","6","22464","7","22479","7","21273","7","E02006185","48256","E07000196","47"
"E01029677","28016","9","21714","7","23254","7","22317","7","27139","9","24626","8","26042","8","30112","9","E02006186","54108","E07000196","47"
"E01029678","31975","10","29474","9","28863","9","26140","8","29641","9","29779","9","22282","7","32722","10","E02006186","54108","E07000196","47"
"E01029679","6326","2","4638","2","4352","2","3115","1","7774","3","12296","4","22963","7","30798","10","E02006185","48256","E07000196","47"
"E01029680","22352","7","18841","6","17940","6","13392","4","21458","7","28841","9","21644","7","25675","8","E02006185","48256","E07000196","47"
"E01029681","11626","4","13539","5","9432","3","11409","4","8860","3","19079","6","7166","3","17275","6","E02006189","53936","E07000197","45.9"
"E01029682","22930","7","22439","7","20929","7","24159","8","19324","6","20201","6","10930","4","20725","7","E02006189","53936","E07000197","45.9"
"E01029683","23788","8","29533","9","28004","9","25249","8","24825","8","21557","7","6855","3","6916","3","E02006189","53936","E07000197","45.9"
"E01029684","33115","10","32579","10","31337","10","31717","10","26935","8","32631","10","22520","7","31704","10","E02006201","64406","E07000197","45.9"
"E01029685","33164","10","33217","10","31991","10","30615","10","26794","8","32886","10","21219","7","33374","10","E02006201","64406","E07000197","45.9"
"E01029686","30475","10","29066","9","27962","9","28322","9","28642","9","32875","10","17673","6","19088","6","E02006198","59596","E07000197","45.9"
"E01029687","26378","8","31937","10","31414","10","31301","10","32199","10","32526","10","3011","1","8563","3","E02006195","54652","E07000197","45.9"
"E01029688","22727","7","27385","9","25978","8","23705","8","27627","9","29549","9","3227","1","9101","3","E02006202","56921","E07000197","45.9"
"E01029689","12511","4","12746","4","12307","4","11410","4","8522","3","11519","4","32542","10","7552","3","E02006197","44366","E07000197","45.9"
"E01029690","27828","9","26153","8","24411","8","21975","7","20570","7","33261","10","22411","7","20843","7","E02006193","58482","E07000197","45.9"
"E01029691","6122","2","7629","3","4165","2","9726","3","1666","1","7394","3","30895","10","16086","5","E02006197","44366","E07000197","45.9"
"E01029692","7609","3","7380","3","5688","2","6120","2","4278","2","7639","3","29438","9","29669","9","E02006196","46556","E07000197","45.9"
"E01029693","16103","5","12517","4","12974","4","13701","5","12234","4","17799","6","24020","8","26183","8","E02006196","46556","E07000197","45.9"
"E01029694","22402","7","18581","6","21868","7","15559","5","15920","5","19237","6","29197","9","23233","7","E02006197","44366","E07000197","45.9"
"E01029695","21944","7","21638","7","21086","7","22714","7","24146","8","18939","6","8349","3","16263","5","E02006192","58973","E07000197","45.9"
"E01029696","15626","5","29234","9","26276","8","21950","7","27828","9","32251","10","401","1","909","1","E02006192","58973","E07000197","45.9"
"E01029697","16923","6","31005","10","27647","9","21949","7","20850","7","32008","10","511","1","2323","1","E02006192","58973","E07000197","45.9"
"E01029698","28381","9","29076","9","29873","9","21757","7","27979","9","28311","9","11073","4","18906","6","E02006192","58973","E07000197","45.9"
"E01029699","17859","6","15338","5","13966","5","21223","7","15211","5","21188","7","31930","10","8192","3","E02006197","44366","E07000197","45.9"
"E01029700","29135","9","25213","8","24335","8","30354","9","19890","6","27974","9","25894","8","26606","8","E02006198","59596","E07000197","45.9"
"E01029702","14766","5","16023","5","10363","4","19218","6","12313","4","8583","3","16668","5","20096","6","E02006188","55023","E07000197","45.9"
"E01029703","24423","8","27507","9","29387","9","24838","8","25794","8","31275","10","2468","1","16379","5","E02006188","55023","E07000197","45.9"
"E01029704","23726","8","23213","7","22162","7","22906","7","19070","6","19061","6","9915","3","29085","9","E02006188","55023","E07000197","45.9"
"E01029705","28643","9","30826","10","24065","8","23400","7","25818","8","26640","8","14777","5","24833","8","E02006188","55023","E07000197","45.9"
"E01029706","26971","8","28736","9","29259","9","27449","9","31118","10","29801","9","6034","2","12119","4","E02006202","56921","E07000197","45.9"
"E01029707","17020","6","17838","6","13510","5","16452","5","11885","4","22511","7","11667","4","21275","7","E02006202","56921","E07000197","45.9"
"E01029708","20055","6","27064","9","29315","9","22321","7","31847","10","28677","9","1230","1","4273","2","E02006202","56921","E07000197","45.9"
"E01029709","31271","10","31171","10","29368","9","28102","9","27989","9","32381","10","12115","4","31117","10","E02006202","56921","E07000197","45.9"
"E01029710","30085","9","30575","10","29346","9","28825","9","27573","9","32866","10","11514","4","20077","6","E02006195","54652","E07000197","45.9"
"E01029711","27473","9","28635","9","29540","9","29565","9","26434","8","27158","9","7971","3","13892","5","E02006195","54652","E07000197","45.9"
"E01029712","23851","8","21249","7","20331","7","25257","8","21830","7","31203","10","6512","2","30509","10","E02006195","54652","E07000197","45.9"
"E01029713","23964","8","22747","7","18861","6","20996","7","18805","6","24270","8","15213","5","29684","9","E02006195","54652","E07000197","45.9"
"E01029714","31838","10","29484","9","28084","9","28263","9","25905","8","31563","10","24968","8","29817","9","E02006199","60394","E07000197","45.9"
"E01029715","7268","3","7242","3","5724","2","4768","2","4727","2","11158","4","20343","7","25520","8","E02006200","42831","E07000197","45.9"
"E01029716","6143","2","4877","2","3889","2","4646","2","6822","3","8523","3","23266","7","28057","9","E02006200","42831","E07000197","45.9"
"E01029717","3569","2","2876","1","2042","1","1721","1","5951","2","6823","3","21495","7","27571","9","E02006200","42831","E07000197","45.9"
"E01029718","30126","9","29841","9","24167","8","25950","8","22540","7","31734","10","23546","7","27524","9","E02006193","58482","E07000197","45.9"
"E01029719","20887","7","19396","6","16381","5","16002","5","11699","4","28556","9","25703","8","25117","8","E02006194","49883","E07000197","45.9"
"E01029720","7673","3","5832","2","5773","2","6278","2","7827","3","8043","3","29066","9","21546","7","E02006194","49883","E07000197","45.9"
"E01029721","26025","8","24510","8","25493","8","18428","6","17868","6","24829","8","28737","9","18098","6","E02006194","49883","E07000197","45.9"
"E01029722","16027","5","15149","5","12981","4","13965","5","12933","4","18870","6","31152","10","10272","4","E02006196","46556","E07000197","45.9"
"E01029723","29501","9","27922","9","23959","8","23885","8","23697","8","31309","10","24827","8","25855","8","E02006198","59596","E07000197","45.9"
"E01029724","31341","10","30427","10","28753","9","26720","8","20650","7","30648","10","28375","9","27223","9","E02006198","59596","E07000197","45.9"
"E01029725","20283","7","19974","6","19332","6","19325","6","9503","3","15664","5","32451","10","17548","6","E02006196","46556","E07000197","45.9"
"E01029726","20074","6","18537","6","13602","5","17317","6","19064","6","22958","7","18900","6","22555","7","E02006203","46676","E07000197","45.9"
"E01029727","4994","2","4440","2","3159","1","4356","2","4910","2","5937","2","26399","8","23006","7","E02006200","42831","E07000197","45.9"
"E01029728","17573","6","13997","5","15880","5","13566","5","11085","4","24053","8","25462","8","21606","7","E02006200","42831","E07000197","45.9"
"E01029729","7957","3","10899","4","5553","2","9917","3","6441","2","4289","2","15546","5","17199","6","E02006203","46676","E07000197","45.9"
"E01029733","20210","6","30511","10","31536","10","27174","9","27408","9","27279","9","876","1","3535","2","E02006191","62566","E07000197","45.9"
"E01029734","5888","2","4336","2","3801","2","6914","3","5496","2","7029","3","21549","7","28243","9","E02006203","46676","E07000197","45.9"
"E01029735","18958","6","14929","5","14587","5","14068","5","16774","5","22991","7","20918","7","28899","9","E02006203","46676","E07000197","45.9"
"E01029736","26290","8","18163","6","22519","7","29232","9","20996","7","18234","6","30042","9","29397","9","E02006199","60394","E07000197","45.9"
"E01029737","20270","7","16915","6","13242","4","23042","7","22312","7","11483","4","28283","9","22895","7","E02006199","60394","E07000197","45.9"
"E01029738","30975","10","32179","10","30884","10","31647","10","27525","9","20923","7","32020","10","11305","4","E02006199","60394","E07000197","45.9"
"E01029739","32480","10","31540","10","30507","10","32771","10","30693","10","33274","10","12830","4","33629","10","E02006191","62566","E07000197","45.9"
"E01029740","13638","5","11976","4","10233","4","6793","3","12207","4","19334","6","23222","7","30593","10","E02006190","51596","E07000197","45.9"
"E01029741","31346","10","29690","9","28905","9","31210","10","28319","9","33051","10","12059","4","31253","10","E02006191","62566","E07000197","45.9"
"E01029742","23442","7","30082","9","24979","8","28411","9","18233","6","32274","10","4052","2","11171","4","E02006199","60394","E07000197","45.9"
"E01029743","29221","9","24529","8","32226","10","28920","9","28498","9","32099","10","8176","3","25788","8","E02006193","58482","E07000197","45.9"
"E01029744","30451","10","28468","9","28392","9","30360","9","26775","8","23443","7","26247","8","18054","6","E02006190","51596","E07000197","45.9"
"E01029745","13446","4","13987","5","11715","4","11051","4","11335","4","6587","2","29893","9","16976","6","E02006190","51596","E07000197","45.9"
"E01029746","20661","7","18466","6","16343","5","18907","6","14728","5","20667","7","28207","9","18108","6","E02006190","51596","E07000197","45.9"
"E01029747","27576","9","25656","8","27833","9","27384","9","26078","8","30633","10","5186","2","33168","10","E02006192","58973","E07000197","45.9"
"E01029748","30052","9","33158","10","30598","10","30105","9","26310","8","27490","9","13143","4","15524","5","E02006189","53936","E07000197","45.9"
"E01029749","21872","7","24249","8","23674","8","25222","8","25510","8","25519","8","4841","2","8867","3","E02006189","53936","E07000197","45.9"
"E01029750","17039","6","13414","4","14753","5","12614","4","15205","5","15671","5","21905","7","27238","9","E02006194","49883","E07000197","45.9"
"E01029751","24569","8","20716","7","19669","6","18716","6","18765","6","28880","9","21190","7","30499","10","E02006193","58482","E07000197","45.9"
"E01029752","6882","3","6618","2","6103","2","2843","1","6580","2","15478","5","10388","4","31793","10","E02006194","49883","E07000197","45.9"
"E01029753","18763","6","15386","5","14607","5","17772","6","17701","6","10049","3","27735","9","27848","9","E02006190","51596","E07000197","45.9"
"E01029754","29987","9","26713","8","24789","8","25506","8","25386","8","31899","10","22962","7","28348","9","E02006191","62566","E07000197","45.9"
"E01029755","29173","9","27557","9","21347","7","28210","9","21330","7","33695","10","22830","7","28240","9","E02006191","62566","E07000197","45.9"
"E01029756","15949","5","11865","4","13341","4","15579","5","10297","4","20393","7","24566","8","23068","7","E02006190","51596","E07000197","45.9"
"E01029757","30009","9","28365","9","29305","9","22893","7","27334","9","31910","10","18372","6","21650","7","E02006201","64406","E07000197","45.9"
"E01029758","33210","10","32922","10","31167","10","31070","10","29027","9","33299","10","24547","8","27928","9","E02006201","64406","E07000197","45.9"
"E01029759","31616","10","30964","10","28396","9","28463","9","24150","8","29082","9","21610","7","31209","10","E02006201","64406","E07000197","45.9"
"E01029760","33006","10","32423","10","30811","10","31614","10","28659","9","31742","10","21196","7","31232","10","E02006201","64406","E07000197","45.9"
"E01029761","24390","8","30548","10","29940","9","22901","7","29010","9","25324","8","4130","2","8734","3","E02006213","48152","E07000198","42.8"
"E01029762","24375","8","29548","9","25533","8","25761","8","28437","9","22893","7","8425","3","6693","2","E02006211","53131","E07000198","42.8"
"E01029763","5871","2","6198","2","3993","2","4791","2","5347","2","7321","3","31530","10","12363","4","E02006206","44462","E07000198","42.8"
"E01029764","21855","7","17234","6","16539","5","21000","7","15273","5","18492","6","28312","9","32372","10","E02006206","44462","E07000198","42.8"
"E01029765","5709","2","3604","2","4836","2","3294","1","7376","3","5933","2","31374","10","28739","9","E02006206","44462","E07000198","42.8"
"E01029766","10510","4","10175","4","8884","3","8406","3","6362","2","12027","4","31275","10","15352","5","E02006206","44462","E07000198","42.8"
"E01029767","22302","7","29799","9","24485","8","26715","8","26095","8","31973","10","10201","4","1759","1","E02006205","54970","E07000198","42.8"
"E01029768","25512","8","22706","7","21107","7","19675","6","23003","7","28488","9","20435","7","21997","7","E02006207","44061","E07000198","42.8"
"E01029769","29257","9","32331","10","27872","9","28692","9","30762","10","31201","10","12120","4","12045","4","E02006205","54970","E07000198","42.8"
